TF	target	score	module
SFMBT1	SEC14L1	1	AC-AD-7
SFMBT1	SLC25A36	1	AC-AD-7
SFMBT1	SPTBN1	1	AC-AD-7
SFMBT1	STX16	1	AC-AD-7
SFMBT1	XPO7	1	AC-AD-7
SFMBT1	YY1	1	AC-AD-7
SFMBT1	ZNF142	1	AC-AD-7
SIRT3	MTUS1	1	AC-AD-7
SIX1	BRD2	1	AC-AD-7
SIX1	CADM1	1	AC-AD-7
SIX1	CALM1	1	AC-AD-7
SIX1	CEP350	1	AC-AD-7
SIX1	HADHA	1	AC-AD-7
SIX1	SEC14L1	1	AC-AD-7
SIX1	UNC119	1	AC-AD-7
SIX1	WDFY3	1	AC-AD-7
SIX1	ZNF331	1	AC-AD-7
SKIL	ATF6	1	AC-AD-7
SKIL	BICD1	1	AC-AD-7
SKIL	CBFA2T2	1	AC-AD-7
SKIL	CRADD	1	AC-AD-7
SKIL	FKBP5	1	AC-AD-7
SKIL	GNA13	1	AC-AD-7
SKIL	GNB2	1	AC-AD-7
SKIL	GOLGA3	1	AC-AD-7
SKIL	HMGB1	1	AC-AD-7
SKIL	HYAL2	1	AC-AD-7
SKIL	IPO9	1	AC-AD-7
SKIL	KCNB1	1	AC-AD-7
SKIL	LRRC41	1	AC-AD-7
SKIL	MAT2A	1	AC-AD-7
SKIL	MRPL46	1	AC-AD-7
SKIL	NR1D2	1	AC-AD-7
SKIL	NUDT3	1	AC-AD-7
SKIL	PCBP2	1	AC-AD-7
SKIL	PICALM	1	AC-AD-7
SKIL	PICK1	1	AC-AD-7
SKIL	PIK3R1	1	AC-AD-7
SKIL	PLEKHA1	1	AC-AD-7
SKIL	PRKCI	1	AC-AD-7
SKIL	RAP2A	1	AC-AD-7
SKIL	RHOBTB3	1	AC-AD-7
SKIL	RIN1	1	AC-AD-7
SKIL	SEMA6A	1	AC-AD-7
SKIL	SET	1	AC-AD-7
SKIL	SH2B1	1	AC-AD-7
SKIL	SLC2A8	1	AC-AD-7
SKIL	SLC9A1	1	AC-AD-7
SKIL	SRRM1	1	AC-AD-7
SKIL	TCF4	1	AC-AD-7
SKIL	TEX10	1	AC-AD-7
SKIL	TFDP1	1	AC-AD-7
SKIL	TXNIP	1	AC-AD-7
SKIL	UGCG	1	AC-AD-7
SKIL	XPO7	1	AC-AD-7
SKIL	ZFR	1	AC-AD-7
SKIL	ZFYVE9	1	AC-AD-7
SKIL	ZNF148	1	AC-AD-7
SKIL	ZNF212	1	AC-AD-7
SKP2	ZNF331	1	AC-AD-7
SMARCA1	FOXN3	1	AC-AD-7
SMARCA1	MAP7	1	AC-AD-7
SMARCA1	STX16	1	AC-AD-7
SMARCA1	TXNIP	1	AC-AD-7
SNAI1	AAAS	1	AC-AD-7
SNAI1	MBP	1	AC-AD-7
SNAI1	PICK1	1	AC-AD-7
SNAI1	RNF19A	1	AC-AD-7
SNAI1	SET	1	AC-AD-7
SNAI1	STX16	1	AC-AD-7
SNIP1	COX7A2	1	AC-AD-7
SNIP1	FIG4	1	AC-AD-7
SNIP1	HYAL2	1	AC-AD-7
SNIP1	PCBP2	1	AC-AD-7
SNIP1	PIK3R1	1	AC-AD-7
SNIP1	SEC14L1	1	AC-AD-7
SNIP1	SH2B1	1	AC-AD-7
SNIP1	SLC9A1	1	AC-AD-7
SNIP1	SPTBN1	1	AC-AD-7
SNIP1	TCF4	1	AC-AD-7
SNIP1	TNPO2	1	AC-AD-7
SNIP1	TRAM1	1	AC-AD-7
SNIP1	TXNL1	1	AC-AD-7
SNIP1	VASP	1	AC-AD-7
SNIP1	ZNF142	1	AC-AD-7
SNIP1	ZNF148	1	AC-AD-7
SOX10	CLIP4	1	AC-AD-7
SOX10	MTUS1	1	AC-AD-7
SOX10	RHOBTB3	1	AC-AD-7
SOX10	SPTBN1	1	AC-AD-7
SOX10	ZNF24	1	AC-AD-7
SOX11	HMGB1	1	AC-AD-7
SOX3	APC	1	AC-AD-7
SOX3	BPTF	1	AC-AD-7
SOX3	CHN2	1	AC-AD-7
SOX3	DICER1	1	AC-AD-7
SOX3	FBXO21	1	AC-AD-7
SOX3	HMGB1	1	AC-AD-7
SOX3	MBP	1	AC-AD-7
SOX3	NKTR	1	AC-AD-7
SOX3	PRKCI	1	AC-AD-7
SOX3	RNF167	1	AC-AD-7
SOX3	SPAG9	1	AC-AD-7
SOX3	WWP1	1	AC-AD-7
SQSTM1	EHMT2	1	AC-AD-7
SRCAP	AQP4	1	AC-AD-7
SRCAP	ASXL1	1	AC-AD-7
SRCAP	CCT8	1	AC-AD-7
SRCAP	COX7A2	1	AC-AD-7
SRCAP	CREB1	1	AC-AD-7
SRCAP	KPNB1	1	AC-AD-7
SRCAP	LRRC41	1	AC-AD-7
SRCAP	NR1D2	1	AC-AD-7
SRCAP	PARP6	1	AC-AD-7
SRCAP	RNF167	1	AC-AD-7
SRCAP	SLC25A36	1	AC-AD-7
SRCAP	SPAG9	1	AC-AD-7
SRPK1	ANKFY1	1	AC-AD-7
SRPK1	ASXL1	1	AC-AD-7
SRPK1	CAB39L	1	AC-AD-7
SRPK1	NKTR	1	AC-AD-7
SRPK1	NOL9	1	AC-AD-7
SRPK1	PURA	1	AC-AD-7
SRPK1	RNF167	1	AC-AD-7
SRPK2	DLG1	1	AC-AD-7
SRPK2	HR	1	AC-AD-7
SUMO1	AAAS	1	AC-AD-7
SUMO1	BPTF	1	AC-AD-7
SUMO1	DYNC1LI2	1	AC-AD-7
SUMO1	GNB2	1	AC-AD-7
SUMO1	GOLGA3	1	AC-AD-7
SUMO1	HADHA	1	AC-AD-7
SUMO1	HMGB1	1	AC-AD-7
SUMO1	HYAL2	1	AC-AD-7
SUMO1	IPO9	1	AC-AD-7
SUMO1	KDELR1	1	AC-AD-7
SUMO1	LRRC41	1	AC-AD-7
SUMO1	MAP3K7	1	AC-AD-7
SUMO1	MAT2A	1	AC-AD-7
SUMO1	MRPL46	1	AC-AD-7
SUMO1	NOL9	1	AC-AD-7
SUMO1	PCBP2	1	AC-AD-7
SUMO1	PRKCI	1	AC-AD-7
SUMO1	PRPF40A	1	AC-AD-7
SUMO1	RIN1	1	AC-AD-7
SUMO1	SEC14L1	1	AC-AD-7
SUMO1	SLC9A1	1	AC-AD-7
SUMO1	STX16	1	AC-AD-7
SUMO1	TRAM1	1	AC-AD-7
SUMO1	WNK1	1	AC-AD-7
SUMO1	ZFR	1	AC-AD-7
SUMO1	ZNF212	1	AC-AD-7
SUPT16H	AQP4	1	AC-AD-7
SUPT16H	ASXL1	1	AC-AD-7
SUPT16H	BPTF	1	AC-AD-7
SUPT16H	BRD2	1	AC-AD-7
SUPT16H	CBFA2T2	1	AC-AD-7
SUPT16H	DNAJB14	1	AC-AD-7
SUPT16H	EDIL3	1	AC-AD-7
SUPT16H	EHMT2	1	AC-AD-7
SUPT16H	EPN1	1	AC-AD-7
SUPT16H	FIG4	1	AC-AD-7
SUPT16H	FOXN3	1	AC-AD-7
SUPT16H	GLG1	1	AC-AD-7
SUPT16H	GNAI2	1	AC-AD-7
SUPT16H	GRIK5	1	AC-AD-7
SUPT16H	GSK3B	1	AC-AD-7
SUPT16H	HR	1	AC-AD-7
SUPT16H	JUNB	1	AC-AD-7
SUPT16H	KCNB1	1	AC-AD-7
SUPT16H	KLF6	1	AC-AD-7
SUPT16H	KLF9	1	AC-AD-7
SUPT16H	MTA1	1	AC-AD-7
SUPT16H	PDK4	1	AC-AD-7
SUPT16H	PRPF40A	1	AC-AD-7
SUPT16H	RASSF4	1	AC-AD-7
SUPT16H	RIN1	1	AC-AD-7
SUPT16H	RNF167	1	AC-AD-7
SUPT16H	SCD	1	AC-AD-7
SUPT16H	SEMA6A	1	AC-AD-7
SUPT16H	SET	1	AC-AD-7
SUPT16H	SLC9A1	1	AC-AD-7
SUPT16H	SPAG9	1	AC-AD-7
SUPT16H	TBCD	1	AC-AD-7
SUPT16H	TMEM106B	1	AC-AD-7
SUPT16H	UGCG	1	AC-AD-7
SUPT16H	VASP	1	AC-AD-7
SUPT16H	ZNF148	1	AC-AD-7
SUPT16H	ZNF24	1	AC-AD-7
TAF9B	ANP32A	1	AC-AD-7
TAF9B	COX7A2	1	AC-AD-7
TAF9B	EIF4B	1	AC-AD-7
TAF9B	OGDH	1	AC-AD-7
TAF9B	PICALM	1	AC-AD-7
TAF9B	RANBP3	1	AC-AD-7
TAF9B	SLC9A1	1	AC-AD-7
TAF9B	STX16	1	AC-AD-7
TAZ	ASXL1	1	AC-AD-7
TAZ	CLDN6	1	AC-AD-7
TAZ	DDN	1	AC-AD-7
TAZ	DEDD	1	AC-AD-7
TAZ	PTPN11	1	AC-AD-7
TAZ	STX16	1	AC-AD-7
TBPL1	ASXL1	1	AC-AD-7
TBPL1	TXNL1	1	AC-AD-7
TBX1	NOL9	1	AC-AD-7
TBX1	PCBP2	1	AC-AD-7
TBX1	SLCO2B1	1	AC-AD-7
TBX3	CAB39L	1	AC-AD-7
TBX3	CCT8	1	AC-AD-7
TBX3	EIF4B	1	AC-AD-7
TBX3	GNB2	1	AC-AD-7
TBX3	HSP90B1	1	AC-AD-7
TBX3	KPNB1	1	AC-AD-7
TBX3	NKTR	1	AC-AD-7
TBX3	PICALM	1	AC-AD-7
TBX3	PRKCI	1	AC-AD-7
TBX3	RIN1	1	AC-AD-7
TBX3	SF3B1	1	AC-AD-7
TBX3	ZNF292	1	AC-AD-7
TERF1	BBX	1	AC-AD-7
TERF1	BSG	1	AC-AD-7
TERF1	FOXN3	1	AC-AD-7
TERF1	GMFB	1	AC-AD-7
TERF1	NDRG2	1	AC-AD-7
TERF1	PIK3R1	1	AC-AD-7
TERF1	SORT1	1	AC-AD-7
TERF1	TNRC6B	1	AC-AD-7
TERF2	DLG1	1	AC-AD-7
TERF2	SEMA6A	1	AC-AD-7
TERF2	TNRC6B	1	AC-AD-7
TFCP2	DLGAP4	1	AC-AD-7
TFCP2	TPR	1	AC-AD-7
TFDP2	TPR	1	AC-AD-7
TFEB	APC	1	AC-AD-7
TFEB	BBX	1	AC-AD-7
TFEB	BPTF	1	AC-AD-7
TFEB	BSG	1	AC-AD-7
TFEB	CLDN6	1	AC-AD-7
TFEB	CLIP4	1	AC-AD-7
TFEB	COX7A2	1	AC-AD-7
TFEB	CRBN	1	AC-AD-7
TFEB	EHMT2	1	AC-AD-7
TFEB	EIF4B	1	AC-AD-7
TFEB	EIF4G1	1	AC-AD-7
TFEB	FEZ2	1	AC-AD-7
TFEB	GMFB	1	AC-AD-7
TFEB	GNB2	1	AC-AD-7
TFEB	KLF6	1	AC-AD-7
TFEB	LRRC41	1	AC-AD-7
TFEB	MAPK12	1	AC-AD-7
TFEB	MAX	1	AC-AD-7
TFEB	MTUS1	1	AC-AD-7
TFEB	NR1D2	1	AC-AD-7
TFEB	PICALM	1	AC-AD-7
TFEB	RIN1	1	AC-AD-7
TFEB	SEC14L1	1	AC-AD-7
TFEB	SRRM1	1	AC-AD-7
TFEB	TCF4	1	AC-AD-7
TFEB	TEX10	1	AC-AD-7
TFEB	TNPO2	1	AC-AD-7
TFEB	TNRC6B	1	AC-AD-7
TFEB	TXNL1	1	AC-AD-7
TFEB	WAC	1	AC-AD-7
TFEB	ZBTB38	1	AC-AD-7
TFEB	ZNF292	1	AC-AD-7
THRA	CEP350	1	AC-AD-7
THRA	ZNF292	1	AC-AD-7
TOP2B	ABT1	1	AC-AD-7
TOP2B	LRRC41	1	AC-AD-7
TOP2B	NOL9	1	AC-AD-7
TOP2B	PARP6	1	AC-AD-7
TOP2B	RC3H2	1	AC-AD-7
TOP2B	RNF167	1	AC-AD-7
TOP2B	SLC9A1	1	AC-AD-7
TOP2B	STX16	1	AC-AD-7
TOX4	OGDH	1	AC-AD-7
TP73	ANKFY1	1	AC-AD-7
TP73	CHKA	1	AC-AD-7
TP73	CHN2	1	AC-AD-7
TP73	CRADD	1	AC-AD-7
TP73	DPF1	1	AC-AD-7
TP73	HMGB1	1	AC-AD-7
TP73	KPNB1	1	AC-AD-7
TP73	PARP6	1	AC-AD-7
TP73	RALA	1	AC-AD-7
TP73	RIN1	1	AC-AD-7
TP73	SEMA6A	1	AC-AD-7
TP73	SLC25A36	1	AC-AD-7
TP73	TCF4	1	AC-AD-7
TP73	TXNL1	1	AC-AD-7
UBE2I	PCBP2	1	AC-AD-7
UBE2I	SLC9A1	1	AC-AD-7
UBE2I	STX16	1	AC-AD-7
UBN1	ABL1	1	AC-AD-7
UBN1	ABT1	1	AC-AD-7
UBN1	BSG	1	AC-AD-7
UBN1	CAB39L	1	AC-AD-7
UBN1	CEP350	1	AC-AD-7
UBN1	CLIC4	1	AC-AD-7
UBN1	COX7A2	1	AC-AD-7
UBN1	CRADD	1	AC-AD-7
UBN1	DEDD	1	AC-AD-7
UBN1	GNB2	1	AC-AD-7
UBN1	HMGB1	1	AC-AD-7
UBN1	HNRNPU	1	AC-AD-7
UBN1	IL17RA	1	AC-AD-7
UBN1	IL6ST	1	AC-AD-7
UBN1	JUNB	1	AC-AD-7
UBN1	MAP3K7	1	AC-AD-7
UBN1	MBP	1	AC-AD-7
UBN1	MRPL33	1	AC-AD-7
UBN1	NUDT3	1	AC-AD-7
UBN1	PCBP2	1	AC-AD-7
UBN1	PSAT1	1	AC-AD-7
UBN1	RC3H2	1	AC-AD-7
UBN1	SLC25A36	1	AC-AD-7
UBN1	SPTBN1	1	AC-AD-7
UBN1	STX16	1	AC-AD-7
UBN1	TIMP3	1	AC-AD-7
UBN1	TMEM106B	1	AC-AD-7
UBN1	TXNIP	1	AC-AD-7
UBN1	UGCG	1	AC-AD-7
UBN1	USP13	1	AC-AD-7
UBP1	AAAS	1	AC-AD-7
UBP1	ANKFY1	1	AC-AD-7
UBP1	APC	1	AC-AD-7
UBP1	ARF6	1	AC-AD-7
UBP1	BBX	1	AC-AD-7
UBP1	BICD1	1	AC-AD-7
UBP1	BRD2	1	AC-AD-7
UBP1	CAB39L	1	AC-AD-7
UBP1	CADM1	1	AC-AD-7
UBP1	CALM1	1	AC-AD-7
UBP1	CHD4	1	AC-AD-7
UBP1	GLG1	1	AC-AD-7
UBP1	GOLGA2	1	AC-AD-7
UBP1	GOLGA3	1	AC-AD-7
UBP1	HNRNPU	1	AC-AD-7
UBP1	HSP90B1	1	AC-AD-7
UBP1	IPO8	1	AC-AD-7
UBP1	KDELR1	1	AC-AD-7
UBP1	KPNB1	1	AC-AD-7
UBP1	MAT2A	1	AC-AD-7
UBP1	NUDT3	1	AC-AD-7
UBP1	PARP6	1	AC-AD-7
UBP1	PCBP2	1	AC-AD-7
UBP1	PDK4	1	AC-AD-7
UBP1	PRKCI	1	AC-AD-7
UBP1	RASSF4	1	AC-AD-7
UBP1	RNF167	1	AC-AD-7
UBP1	SEC14L1	1	AC-AD-7
UBP1	SEMA6A	1	AC-AD-7
UBP1	SET	1	AC-AD-7
UBP1	SH2B1	1	AC-AD-7
UBP1	SLC9A1	1	AC-AD-7
UBP1	STX16	1	AC-AD-7
UBP1	TPR	1	AC-AD-7
WDHD1	AAAS	1	AC-AD-7
WDHD1	HMGB1	1	AC-AD-7
WDHD1	STX16	1	AC-AD-7
WRNIP1	AAAS	1	AC-AD-7
WRNIP1	CALM1	1	AC-AD-7
WRNIP1	DLG1	1	AC-AD-7
WRNIP1	EHMT2	1	AC-AD-7
WRNIP1	GNA13	1	AC-AD-7
WRNIP1	GNB2	1	AC-AD-7
WRNIP1	GOLGA3	1	AC-AD-7
WRNIP1	HSP90B1	1	AC-AD-7
WRNIP1	PCBP2	1	AC-AD-7
WRNIP1	PTPN11	1	AC-AD-7
WRNIP1	RIN1	1	AC-AD-7
WRNIP1	SET	1	AC-AD-7
WRNIP1	STX16	1	AC-AD-7
WRNIP1	TCF4	1	AC-AD-7
WRNIP1	TXNIP	1	AC-AD-7
WRNIP1	ZNF331	1	AC-AD-7
XPO1	PIK3R1	1	AC-AD-7
YBX1	CHD4	1	AC-AD-7
YBX1	IL6ST	1	AC-AD-7
ZBED4	EIF4B	1	AC-AD-7
ZBED4	SF3B1	1	AC-AD-7
ZBED5	ASXL1	1	AC-AD-7
ZBED5	BPTF	1	AC-AD-7
ZBED5	CALM1	1	AC-AD-7
ZBED5	CCT8	1	AC-AD-7
ZBED5	CREB1	1	AC-AD-7
ZBED5	DEDD	1	AC-AD-7
ZBED5	DLGAP4	1	AC-AD-7
ZBED5	EIF4G1	1	AC-AD-7
ZBED5	GNAI2	1	AC-AD-7
ZBED5	HMGB1	1	AC-AD-7
ZBED5	KCNB1	1	AC-AD-7
ZBED5	PIK3R1	1	AC-AD-7
ZBED5	PTPN11	1	AC-AD-7
ZBED5	RANBP3	1	AC-AD-7
ZBED5	RNF141	1	AC-AD-7
ZBED5	SEC14L1	1	AC-AD-7
ZBED5	UNC119	1	AC-AD-7
ZBED5	UNC13A	1	AC-AD-7
ZBED5	ZBTB38	1	AC-AD-7
ZBTB1	CLIC4	1	AC-AD-7
ZBTB1	EFNB2	1	AC-AD-7
ZBTB1	SPAG9	1	AC-AD-7
ZBTB1	TFDP1	1	AC-AD-7
ZBTB24	AKAP1	1	AC-AD-7
ZBTB24	CLDN6	1	AC-AD-7
ZBTB24	CLIC4	1	AC-AD-7
ZBTB24	CLIP4	1	AC-AD-7
ZBTB24	DNAJB14	1	AC-AD-7
ZBTB24	EIF4G1	1	AC-AD-7
ZBTB24	FOXN3	1	AC-AD-7
ZBTB24	GMFB	1	AC-AD-7
ZBTB24	GNA13	1	AC-AD-7
ZBTB24	GNAI2	1	AC-AD-7
ZBTB24	GOLGA3	1	AC-AD-7
ZBTB24	KCNB1	1	AC-AD-7
ZBTB24	LRRC41	1	AC-AD-7
ZBTB24	MAT2A	1	AC-AD-7
ZBTB24	OGDH	1	AC-AD-7
ZBTB24	PRKCI	1	AC-AD-7
ZBTB24	RGP1	1	AC-AD-7
ZBTB24	SF3B1	1	AC-AD-7
ZBTB24	SLC9A1	1	AC-AD-7
ZBTB24	STAT5B	1	AC-AD-7
ZBTB24	UNC13A	1	AC-AD-7
ZBTB24	YY1	1	AC-AD-7
ZBTB24	ZMYND11	1	AC-AD-7
ZBTB44	BICD1	1	AC-AD-7
ZBTB44	GNB2	1	AC-AD-7
ZBTB44	NCAM1	1	AC-AD-7
ZBTB44	RASSF4	1	AC-AD-7
ZBTB44	SEMA6A	1	AC-AD-7
ZBTB44	TXNL1	1	AC-AD-7
ZBTB5	ALAD	1	AC-AD-7
ZBTB5	CRADD	1	AC-AD-7
ZBTB5	MAPRE1	1	AC-AD-7
ZBTB5	PRKCI	1	AC-AD-7
ZBTB5	SEMA6A	1	AC-AD-7
ZBTB5	SLC2A8	1	AC-AD-7
ZBTB7B	ABT1	1	AC-AD-7
ZBTB7B	ACD	1	AC-AD-7
ZBTB7B	ANKFY1	1	AC-AD-7
ZBTB7B	AP2B1	1	AC-AD-7
ZBTB7B	APC	1	AC-AD-7
ZBTB7B	CAB39L	1	AC-AD-7
ZBTB7B	CHD4	1	AC-AD-7
ZBTB7B	DLG1	1	AC-AD-7
ZBTB7B	GNB2	1	AC-AD-7
ZBTB7B	HSP90B1	1	AC-AD-7
ZBTB7B	MRPL33	1	AC-AD-7
ZBTB7B	PICK1	1	AC-AD-7
ZBTB7B	PRKCI	1	AC-AD-7
ZBTB7B	RNF141	1	AC-AD-7
ZBTB7B	SH2B1	1	AC-AD-7
ZBTB7B	XRCC1	1	AC-AD-7
ZBTB7B	ZNF148	1	AC-AD-7
ZBTB7B	ZNF24	1	AC-AD-7
ZFHX3	ABT1	1	AC-AD-7
ZFHX3	ANKFY1	1	AC-AD-7
ZFHX3	APC	1	AC-AD-7
ZFHX3	ARIH2	1	AC-AD-7
ZFHX3	ATF6	1	AC-AD-7
ZFHX3	BBX	1	AC-AD-7
ZFHX3	DYNC1LI2	1	AC-AD-7
ZFHX3	GLG1	1	AC-AD-7
ZFHX3	GNB2	1	AC-AD-7
ZFHX3	HMGB1	1	AC-AD-7
ZFHX3	HSP90B1	1	AC-AD-7
ZFHX3	HYAL2	1	AC-AD-7
ZFHX3	LRRC41	1	AC-AD-7
ZFHX3	MRPL46	1	AC-AD-7
ZFHX3	PICK1	1	AC-AD-7
ZFHX3	PRKCI	1	AC-AD-7
ZFHX3	RAD21	1	AC-AD-7
ZFHX3	RAP2A	1	AC-AD-7
ZFHX3	RC3H2	1	AC-AD-7
ZFHX3	RIN1	1	AC-AD-7
ZFHX3	RNF167	1	AC-AD-7
ZFHX3	SEC14L1	1	AC-AD-7
ZFHX3	SLC2A8	1	AC-AD-7
ZFHX3	SLC9A1	1	AC-AD-7
ZFHX3	TMEM106B	1	AC-AD-7
ZFHX3	TNRC6B	1	AC-AD-7
ZFHX3	VASP	1	AC-AD-7
ZMYM2	AIP	1	AC-AD-7
ZMYM2	DAP	1	AC-AD-7
ZMYM2	RNF19A	1	AC-AD-7
ZNF10	CAB39L	1	AC-AD-7
ZNF10	CALM1	1	AC-AD-7
ZNF10	CLDN6	1	AC-AD-7
ZNF10	HMGB1	1	AC-AD-7
ZNF10	MAP3K12	1	AC-AD-7
ZNF10	MAX	1	AC-AD-7
ZNF10	PARP6	1	AC-AD-7
ZNF10	PURA	1	AC-AD-7
ZNF10	RNF19A	1	AC-AD-7
ZNF10	SLC25A36	1	AC-AD-7
ZNF10	SLC46A3	1	AC-AD-7
ZNF10	TBCD	1	AC-AD-7
ZNF10	ZNF292	1	AC-AD-7
ZNF134	BRD2	1	AC-AD-7
ZNF134	CALM1	1	AC-AD-7
ZNF134	CBFA2T2	1	AC-AD-7
ZNF134	CPEB1	1	AC-AD-7
ZNF134	IPO9	1	AC-AD-7
ZNF134	RNF19A	1	AC-AD-7
ZNF134	SLC2A8	1	AC-AD-7
ZNF134	SLC46A3	1	AC-AD-7
ZNF134	SPTB	1	AC-AD-7
ZNF134	TBCD	1	AC-AD-7
ZNF134	TXNL1	1	AC-AD-7
ZNF134	ZNF292	1	AC-AD-7
ZNF136	FBXO21	1	AC-AD-7
ZNF140	ANP32A	1	AC-AD-7
ZNF140	ASRGL1	1	AC-AD-7
ZNF140	CEP350	1	AC-AD-7
ZNF140	CHD4	1	AC-AD-7
ZNF140	GLG1	1	AC-AD-7
ZNF140	GNB2	1	AC-AD-7
ZNF140	IL17RA	1	AC-AD-7
ZNF140	IL6ST	1	AC-AD-7
ZNF140	MPDU1	1	AC-AD-7
ZNF140	NCAM1	1	AC-AD-7
ZNF140	PRKCI	1	AC-AD-7
ZNF140	PURA	1	AC-AD-7
ZNF140	TXNL1	1	AC-AD-7
ZNF146	BBX	1	AC-AD-7
ZNF146	CALM1	1	AC-AD-7
ZNF146	DLG1	1	AC-AD-7
ZNF146	GNB2	1	AC-AD-7
ZNF146	GOLGA3	1	AC-AD-7
ZNF146	HMGB1	1	AC-AD-7
ZNF146	KPNB1	1	AC-AD-7
ZNF146	MRAS	1	AC-AD-7
ZNF146	NCAM1	1	AC-AD-7
ZNF146	PCBP2	1	AC-AD-7
ZNF146	PTPN11	1	AC-AD-7
ZNF146	RAB3GAP1	1	AC-AD-7
ZNF146	RANBP3	1	AC-AD-7
ZNF146	SEMA6A	1	AC-AD-7
ZNF146	SLC25A36	1	AC-AD-7
ZNF146	STX16	1	AC-AD-7
ZNF146	TBCD	1	AC-AD-7
ZNF146	TFDP1	1	AC-AD-7
ZNF165	ATF6	1	AC-AD-7
ZNF175	ANP32A	1	AC-AD-7
ZNF175	BRD2	1	AC-AD-7
ZNF175	HMGB1	1	AC-AD-7
ZNF175	KPNB1	1	AC-AD-7
ZNF175	LRRC41	1	AC-AD-7
ZNF175	SEC14L1	1	AC-AD-7
ZNF175	SLC9A1	1	AC-AD-7
ZNF175	STAT5B	1	AC-AD-7
ZNF175	WSB1	1	AC-AD-7
ZNF175	WWP1	1	AC-AD-7
ZNF175	ZBTB38	1	AC-AD-7
ZNF184	ANKFY1	1	AC-AD-7
ZNF184	ANKRD36B	1	AC-AD-7
ZNF184	ASXL1	1	AC-AD-7
ZNF184	CCT8	1	AC-AD-7
ZNF184	CEP350	1	AC-AD-7
ZNF184	CHD4	1	AC-AD-7
ZNF184	CLIC4	1	AC-AD-7
ZNF184	DLGAP4	1	AC-AD-7
ZNF184	EIF4G1	1	AC-AD-7
ZNF184	GMFB	1	AC-AD-7
ZNF184	GSK3B	1	AC-AD-7
ZNF184	HSP90B1	1	AC-AD-7
ZNF184	KPNB1	1	AC-AD-7
ZNF184	MAP3K7	1	AC-AD-7
ZNF184	NOL9	1	AC-AD-7
ZNF184	NR1D2	1	AC-AD-7
ZNF184	OGDH	1	AC-AD-7
ZNF184	RC3H2	1	AC-AD-7
ZNF184	RNF167	1	AC-AD-7
ZNF184	TCF4	1	AC-AD-7
ZNF184	WSB1	1	AC-AD-7
ZNF184	ZNF212	1	AC-AD-7
ZNF184	ZNF292	1	AC-AD-7
ZNF197	BSG	1	AC-AD-7
ZNF197	CRADD	1	AC-AD-7
ZNF197	DEDD	1	AC-AD-7
ZNF197	LRRC41	1	AC-AD-7
ZNF197	MAX	1	AC-AD-7
ZNF197	PLEKHA1	1	AC-AD-7
ZNF197	RHOBTB3	1	AC-AD-7
ZNF197	STAT5B	1	AC-AD-7
ZNF197	TFDP1	1	AC-AD-7
ZNF197	UNC13A	1	AC-AD-7
ZNF197	WNK1	1	AC-AD-7
ZNF197	WSB1	1	AC-AD-7
ZNF197	WWP1	1	AC-AD-7
ZNF197	ZBTB38	1	AC-AD-7
ZNF197	ZNF331	1	AC-AD-7
ZNF202	BBX	1	AC-AD-7
ZNF202	CPEB1	1	AC-AD-7
ZNF22	CBFA2T2	1	AC-AD-7
ZNF22	DLG1	1	AC-AD-7
ZNF22	EHMT2	1	AC-AD-7
ZNF22	FIG4	1	AC-AD-7
ZNF22	GMFB	1	AC-AD-7
ZNF22	HNRNPU	1	AC-AD-7
ZNF22	HSP90B1	1	AC-AD-7
ZNF22	PIK3R1	1	AC-AD-7
ZNF22	PRPF40A	1	AC-AD-7
ZNF22	SEC14L1	1	AC-AD-7
ZNF22	SLC9A1	1	AC-AD-7
ZNF22	SPAG9	1	AC-AD-7
ZNF22	SRRM1	1	AC-AD-7
ZNF22	TCF4	1	AC-AD-7
ZNF22	WAC	1	AC-AD-7
ZNF22	WDFY3	1	AC-AD-7
ZNF223	ATF6	1	AC-AD-7
ZNF223	BRD4	1	AC-AD-7
ZNF223	SF3B1	1	AC-AD-7
ZNF223	TTLL12	1	AC-AD-7
ZNF224	AKAP1	1	AC-AD-7
ZNF224	BPTF	1	AC-AD-7
ZNF224	CREB1	1	AC-AD-7
ZNF224	DUSP22	1	AC-AD-7
ZNF224	GLUL	1	AC-AD-7
ZNF224	GPS2	1	AC-AD-7
ZNF224	MAT2A	1	AC-AD-7
ZNF224	PLEKHA5	1	AC-AD-7
ZNF224	RHOBTB3	1	AC-AD-7
ZNF224	SLC25A36	1	AC-AD-7
ZNF224	UGCG	1	AC-AD-7
ZNF224	USP13	1	AC-AD-7
ZNF224	WDFY3	1	AC-AD-7
ZNF224	YY1	1	AC-AD-7
ZNF224	ZFYVE9	1	AC-AD-7
ZNF224	ZNF331	1	AC-AD-7
ZNF236	CREB1	1	AC-AD-7
ZNF236	GSK3B	1	AC-AD-7
ZNF236	OGDH	1	AC-AD-7
ZNF250	ANKFY1	1	AC-AD-7
ZNF250	ASXL1	1	AC-AD-7
ZNF250	CCT8	1	AC-AD-7
ZNF250	MRPL46	1	AC-AD-7
ZNF250	NKTR	1	AC-AD-7
ZNF250	PTPN11	1	AC-AD-7
ZNF250	RC3H2	1	AC-AD-7
ZNF250	SH2B1	1	AC-AD-7
ZNF250	STX16	1	AC-AD-7
ZNF250	ZNF24	1	AC-AD-7
ZNF257	BSG	1	AC-AD-7
ZNF257	CADM1	1	AC-AD-7
